name,type_1,type_2,hp,attack,defense,speed,sp_attack,sp_defense,evs,moves,tutor_moves,catch_rate,happiness,abilities,hidden_abilities,height,weight,pokedex,generation,evolutions
Passimian,FIGHTING,,100,120,90,80,40,60,,"1,TACKLE,1,LEER,5,ROCKSMASH,10,FOCUSENERGY,15,BEATUP,20,SCARYFACE,25,TAKEDOWN,30,FLING,35,BULKUP,40,THRASH,45,DOUBLEEDGE,50,CLOSECOMBAT,55,REVERSAL,60,GIGAIMPACT","ACROBATICS,AERIALACE,ASSURANCE,ATTRACT,BEATUP,BLOCK,BRICKBREAK,BRUTALSWING,BULKUP,BULLDOZE,CAPTIVATE,CLOSECOMBAT,COACHING,CONFIDE,DOUBLETEAM,DRAINPUNCH,EARTHQUAKE,ELECTROWEB,ENDEAVOR,ENDURE,ENERGYBALL,FACADE,FLING,FOCUSBLAST,FOCUSENERGY,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,GRASSKNOT,GUNKSHOT,GYROBALL,HIDDENPOWER,HYPERBEAM,IRONHEAD,IRONTAIL,KNOCKOFF,LASERFOCUS,LOWSWEEP,MEGAKICK,MEGAPUNCH,MIMIC,NATURALGIFT,PAYBACK,PROTECT,RAINDANCE,REST,RETALIATE,RETURN,REVENGE,REVERSAL,ROCKSLIDE,ROCKTOMB,ROUND,SCARYFACE,SECRETPOWER,SEEDBOMB,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNATCH,SNORE,SUBSTITUTE,SUNNYDAY,SUPERPOWER,SWAGGER,TAUNT,THIEF,TOXIC,UPROAR,UTURN,WORKUP",45,50,RECEIVER,DEFIANT,2.0,82.8,Berries are its weapons as well as the staple of its diet. The one that can throw a berry the farthest is the boss of the troop.,7,
Wimpod,BUG,WATER,25,35,40,80,20,30,,"1,STRUGGLEBUG,1,SANDATTACK,1,DEFENSECURL","ASSURANCE,ATTRACT,BUGBUZZ,CAPTIVATE,CONFIDE,DOUBLETEAM,ENDURE,FACADE,FRUSTRATION,HAIL,HIDDENPOWER,LEECHLIFE,MIMIC,MUDSHOT,NATURALGIFT,PROTECT,RAINDANCE,REST,RETURN,ROUND,SCALD,SCREECH,SECRETPOWER,SKITTERSMACK,SLEEPTALK,SNORE,SPIKES,SUBSTITUTE,SURF,SWAGGER,SWIFT,TAUNT,TOXIC,WATERFALL",90,50,WIMPOUT,,0.5,12.0,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",7,"GOLISOPOD,Level,30"
Golisopod,BUG,WATER,75,125,140,40,60,90,,"0,FIRSTIMPRESSION,1,STRUGGLEBUG,1,SANDATTACK,1,DEFENSECURL,1,SPITE,4,ROCKSMASH,8,FURYCUTTER,12,MUDSHOT,16,BUGBITE,20,IRONDEFENSE,24,SUCKERPUNCH,28,SLASH,32,RAZORSHELL,36,PINMISSILE,40,SWORDSDANCE,44,LIQUIDATION","AERIALACE,ASSURANCE,ATTRACT,BLIZZARD,BRICKBREAK,BUGBITE,BUGBUZZ,BULKUP,CAPTIVATE,CLOSECOMBAT,CONFIDE,DARKPULSE,DIVE,DOUBLETEAM,DRILLRUN,DUALCHOP,ENDEAVOR,ENDURE,FACADE,FALSESWIPE,FLING,FOCUSBLAST,FROSTBREATH,FRUSTRATION,GIGAIMPACT,HAIL,HIDDENPOWER,HYPERBEAM,ICEBEAM,ICYWIND,IRONDEFENSE,IRONHEAD,KNOCKOFF,LASERFOCUS,LEECHLIFE,LIQUIDATION,MIMIC,MUDDYWATER,MUDSHOT,NATURALGIFT,PAINSPLIT,PAYBACK,PINMISSILE,POISONJAB,PROTECT,PSYCHUP,RAINDANCE,RAZORSHELL,REST,RETURN,ROCKSLIDE,ROCKTOMB,ROUND,SCALD,SCREECH,SECRETPOWER,SHADOWCLAW,SKITTERSMACK,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNARL,SNORE,SPIKES,SPITE,SUBSTITUTE,SURF,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THROATCHOP,TOXIC,VENOSHOCK,WATERFALL,WATERPULSE,XSCISSOR",45,50,EMERGENCYEXIT,,2.0,108.0,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",7,
Sandygast,GHOST,GROUND,55,55,80,15,70,45,,"1,ABSORB,1,HARDEN,5,ASTONISH,10,SANDTOMB,15,MEGADRAIN,20,SANDATTACK,25,BULLDOZE,30,HYPNOSIS,35,GIGADRAIN,40,IRONDEFENSE,45,SHADOWBALL,50,EARTHPOWER,55,SHOREUP,60,SANDSTORM","AFTERYOU,AMNESIA,ATTRACT,BLOCK,BRINE,BULLDOZE,CAPTIVATE,CONFIDE,DOUBLETEAM,EARTHPOWER,EARTHQUAKE,ENDURE,ENERGYBALL,FACADE,FRUSTRATION,GIGADRAIN,GRAVITY,HIDDENPOWER,INFESTATION,IRONDEFENSE,MIMIC,MUDSHOT,NATURALGIFT,PAINSPLIT,POLTERGEIST,PROTECT,PSYCHIC,RECYCLE,REST,RETURN,ROCKPOLISH,ROCKSLIDE,ROCKTOMB,ROLEPLAY,ROUND,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SHADOWBALL,SKILLSWAP,SLEEPTALK,SLUDGEBOMB,SNORE,SPITE,STEALTHROCK,STONEEDGE,SUBSTITUTE,SWAGGER,TOXIC,TRICK",140,50,WATERCOMPACTION,SANDVEIL,0.5,70.0,"It likes the shovel on its head, so Sandygast will get serious and fight any children who come to take it back.",7,"PALOSSAND,Level,42"
Palossand,GHOST,GROUND,85,75,110,35,100,75,,"1,ABSORB,1,HARDEN,1,ASTONISH,1,SANDTOMB,15,MEGADRAIN,20,SANDATTACK,25,BULLDOZE,30,HYPNOSIS,35,GIGADRAIN,40,IRONDEFENSE,47,SHADOWBALL,54,EARTHPOWER,61,SHOREUP,68,SANDSTORM","AFTERYOU,AMNESIA,ATTRACT,BLOCK,BRINE,BULLDOZE,CAPTIVATE,CONFIDE,DOUBLETEAM,EARTHPOWER,EARTHQUAKE,EMBARGO,ENDURE,ENERGYBALL,FACADE,FLING,FRUSTRATION,GIGADRAIN,GIGAIMPACT,GRAVITY,HIDDENPOWER,INFESTATION,IRONDEFENSE,MIMIC,MUDSHOT,NATURALGIFT,PAINSPLIT,POLTERGEIST,PROTECT,PSYCHIC,QUASH,RECYCLE,REST,RETURN,ROCKPOLISH,ROCKSLIDE,ROCKTOMB,ROLEPLAY,ROUND,SANDSTORM,SANDTOMB,SCORCHINGSANDS,SECRETPOWER,SHADOWBALL,SKILLSWAP,SLEEPTALK,SLUDGEBOMB,SNORE,SPITE,STEALTHROCK,STONEEDGE,SUBSTITUTE,SWAGGER,TERRAINPULSE,TOXIC,TRICK",60,50,WATERCOMPACTION,SANDVEIL,1.3,250.0,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,7,
Pyukumuku,WATER,,55,60,130,5,30,130,,"1,BATONPASS,1,HARDEN,5,HELPINGHAND,10,TAUNT,15,SAFEGUARD,20,COUNTER,25,PURIFY,30,CURSE,35,GASTROACID,40,PAINSPLIT,45,RECOVER,50,SOAK,55,TOXIC,60,MEMENTO","ATTRACT,BATONPASS,BLOCK,CAPTIVATE,CONFIDE,DOUBLETEAM,ENDURE,GASTROACID,HAIL,HELPINGHAND,LIGHTSCREEN,MIMIC,NATURALGIFT,PAINSPLIT,PROTECT,PSYCHUP,QUASH,RAINDANCE,RECYCLE,REFLECT,REST,SAFEGUARD,SCREECH,SECRETPOWER,SLEEPTALK,SPITE,SUBSTITUTE,SWAGGER,TAUNT,TOXIC,VENOMDRENCH",60,50,INNARDSOUT,UNAWARE,0.3,1.2,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.",7,
Type: Null,NORMAL,,95,95,95,59,95,95,,"1,TACKLE,1,IMPRISON,5,AERIALACE,10,SCARYFACE,15,DOUBLEHIT,20,METALSOUND,25,CRUSHCLAW,30,AIRSLASH,35,TRIATTACK,40,XSCISSOR,45,IRONHEAD,50,TAKEDOWN,55,DOUBLEEDGE","AERIALACE,AIRSLASH,CONFIDE,DOUBLETEAM,DRAGONCLAW,ENDURE,FACADE,FLAMECHARGE,FRUSTRATION,GIGAIMPACT,HAIL,HIDDENPOWER,HYPERBEAM,ICYWIND,IMPRISON,IRONDEFENSE,IRONHEAD,LASTRESORT,MAGICCOAT,MIMIC,NATURALGIFT,PAYBACK,PROTECT,RAINDANCE,REST,RETURN,ROAR,ROCKSLIDE,ROUND,SANDSTORM,SCARYFACE,SECRETPOWER,SHADOWCLAW,SIGNALBEAM,SLEEPTALK,SNORE,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,TERRAINPULSE,THUNDERWAVE,TOXIC,TRIATTACK,UTURN,WORKUP,XSCISSOR",3,0,BATTLEARMOR,,1.9,120.5,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,7,"SILVALLY,Happiness,"
Silvally,NORMAL,,95,95,95,95,95,95,,"0,MULTIATTACK,1,EXPLOSION,1,THUNDERFANG,1,ICEFANG,1,FIREFANG,1,POISONFANG,1,IMPRISON,1,IRONHEAD,1,TACKLE,1,BITE,1,AERIALACE,1,SCARYFACE,15,DOUBLEHIT,20,METALSOUND,25,CRUSHCLAW,30,AIRSLASH,35,TRIATTACK,40,XSCISSOR,45,CRUNCH,50,TAKEDOWN,55,DOUBLEEDGE,60,PARTINGSHOT","AERIALACE,AIRSLASH,CONFIDE,CRUNCH,DEFOG,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,ENDURE,EXPLOSION,FACADE,FIREFANG,FLAMECHARGE,FLAMETHROWER,FLASHCANNON,FRUSTRATION,GIGAIMPACT,GRASSPLEDGE,HAIL,HEATWAVE,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICEBEAM,ICEFANG,ICYWIND,IMPRISON,IRONDEFENSE,IRONHEAD,LASERFOCUS,LASTRESORT,MAGICCOAT,MIMIC,NATURALGIFT,OUTRAGE,PAYBACK,PROTECT,PSYCHICFANGS,RAINDANCE,REST,RETURN,REVERSAL,ROAR,ROCKSLIDE,ROUND,SANDSTORM,SCARYFACE,SECRETPOWER,SELFDESTRUCT,SHADOWBALL,SHADOWCLAW,SIGNALBEAM,SLEEPTALK,SNARL,SNORE,STEELBEAM,STEELWING,SUBSTITUTE,SUNNYDAY,SURF,SWAGGER,SWIFT,SWORDSDANCE,TAILWIND,TERRAINPULSE,THUNDERBOLT,THUNDERFANG,THUNDERWAVE,TOXIC,TRIATTACK,UTURN,WORKUP,XSCISSOR,ZENHEADBUTT",3,0,RKSSYSTEM,,2.3,100.5,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",7,
Minior,ROCK,FLYING,60,60,100,60,60,100,,"1,TACKLE,3,DEFENSECURL,8,ROLLOUT,10,CONFUSERAY,15,SWIFT,17,ANCIENTPOWER,22,SELFDESTRUCT,24,STEALTHROCK,29,TAKEDOWN,31,AUTOTOMIZE,36,COSMICPOWER,38,POWERGEM,43,DOUBLEEDGE,45,SHELLSMASH,50,EXPLOSION","ACROBATICS,ATTRACT,BULLDOZE,CALMMIND,CAPTIVATE,CHARGEBEAM,CONFIDE,DAZZLINGGLEAM,DOUBLETEAM,EARTHQUAKE,ENDEAVOR,ENDURE,EXPLOSION,FACADE,FRUSTRATION,GIGAIMPACT,GRAVITY,GYROBALL,HIDDENPOWER,HYPERBEAM,IRONHEAD,LASTRESORT,LIGHTSCREEN,MAGNETRISE,MIMIC,NATURALGIFT,PROTECT,PSYCHIC,PSYCHUP,REFLECT,REST,RETURN,ROCKPOLISH,ROCKSLIDE,ROCKTOMB,ROUND,SAFEGUARD,SANDSTORM,SECRETPOWER,SLEEPTALK,SNORE,SOLARBEAM,STEALTHROCK,STONEEDGE,SUBSTITUTE,SWAGGER,TELEKINESIS,TOXIC,UTURN,ZENHEADBUTT",30,50,SHIELDSDOWN,,0.3,40.0,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",7,
Komala,NORMAL,,65,115,65,65,75,95,,"1,DEFENSECURL,1,ROLLOUT,6,STOCKPILE,6,SPITUP,6,SWALLOW,11,RAPIDSPIN,16,YAWN,21,SLAM,26,FLAIL,31,SUCKERPUNCH,36,PSYCHUP,41,WOODHAMMER,46,THRASH","ACROBATICS,ATTRACT,BRICKBREAK,BULKUP,BULLDOZE,CALMMIND,CAPTIVATE,CONFIDE,DOUBLETEAM,EARTHQUAKE,ENDEAVOR,ENDURE,FACADE,FRUSTRATION,HIDDENPOWER,IRONHEAD,KNOCKOFF,LASTRESORT,LOWSWEEP,MIMIC,NATURALGIFT,PAYBACK,PROTECT,PSYCHUP,QUASH,RETURN,ROCKSLIDE,ROUND,SECRETPOWER,SHADOWCLAW,SLEEPTALK,SNORE,STOMPINGTANTRUM,SUBSTITUTE,SUNNYDAY,SUPERPOWER,SWAGGER,SWORDSDANCE,TOXIC,UTURN,WORKUP,ZENHEADBUTT",45,50,COMATOSE,,0.4,19.9,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.,7,
Turtonator,FIRE,DRAGON,60,78,135,36,91,85,,"1,SMOG,1,TACKLE,4,EMBER,8,PROTECT,12,ENDURE,16,FLAIL,20,INCINERATE,24,IRONDEFENSE,28,DRAGONPULSE,32,BODYSLAM,36,FLAMETHROWER,40,SHELLTRAP,44,SHELLSMASH,48,OVERHEAT,52,EXPLOSION","ATTRACT,BLOCK,BODYPRESS,BODYSLAM,BRUTALSWING,BULKUP,BULLDOZE,BURNINGJEALOUSY,CAPTIVATE,CHARGEBEAM,CONFIDE,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,DRAGONPULSE,DRAGONTAIL,EARTHQUAKE,ENDEAVOR,ENDURE,EXPLOSION,FACADE,FIREBLAST,FIRESPIN,FLAMECHARGE,FLAMETHROWER,FLASHCANNON,FLING,FOCUSBLAST,FRUSTRATION,GIGAIMPACT,HEATCRASH,HEATWAVE,HEAVYSLAM,HIDDENPOWER,HYPERBEAM,HYPERVOICE,IRONDEFENSE,IRONHEAD,IRONTAIL,LASHOUT,MEGAKICK,MEGAPUNCH,MIMIC,NATURALGIFT,OUTRAGE,OVERHEAT,PAYBACK,PROTECT,REST,RETURN,REVENGE,ROAR,ROCKTOMB,ROUND,SCALESHOT,SCORCHINGSANDS,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SMACKDOWN,SNORE,SOLARBEAM,STOMPINGTANTRUM,STONEEDGE,SUBSTITUTE,SUNNYDAY,SWAGGER,TAUNT,TOXIC,UPROAR,VENOSHOCK,WILLOWISP,WORKUP",70,50,SHELLARMOR,,2.0,212.0,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.,7,
Togedemaru,ELECTRIC,STEEL,65,98,63,96,40,73,,"1,NUZZLE,1,TACKLE,5,DEFENSECURL,10,CHARGE,15,THUNDERSHOCK,20,FELLSTINGER,25,SPARK,30,PINMISSILE,35,MAGNETRISE,40,ZINGZAP,45,DISCHARGE,50,ELECTRICTERRAIN,55,WILDCHARGE,60,SPIKYSHIELD","AFTERYOU,AGILITY,ASSURANCE,ATTRACT,BOUNCE,CAPTIVATE,CHARGEBEAM,CONFIDE,COVET,DOUBLETEAM,EERIEIMPULSE,ELECTRICTERRAIN,ELECTROBALL,ELECTROWEB,ENCORE,ENDEAVOR,ENDURE,FACADE,FLING,FRUSTRATION,GIGAIMPACT,GRASSKNOT,GRAVITY,GYROBALL,HELPINGHAND,HIDDENPOWER,HYPERBEAM,IRONHEAD,IRONTAIL,LASTRESORT,MAGNETRISE,MIMIC,NATURALGIFT,PAYBACK,PINMISSILE,POISONJAB,PROTECT,REFLECT,REST,RETURN,REVERSAL,RISINGVOLTAGE,ROLEPLAY,ROUND,SECRETPOWER,SHOCKWAVE,SLEEPTALK,SNORE,STEELBEAM,STEELROLLER,SUBSTITUTE,SUPERFANG,SWAGGER,SWIFT,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,TOXIC,UTURN,VOLTSWITCH,WILDCHARGE,WORKUP,ZENHEADBUTT",180,50,"IRONBARBS,LIGHTNINGROD",STURDY,0.3,3.3,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,7,
Mimikyu,GHOST,FAIRY,55,90,80,96,50,105,,"1,WOODHAMMER,1,SPLASH,1,ASTONISH,1,SCRATCH,1,COPYCAT,6,SHADOWSNEAK,12,DOUBLETEAM,18,BABYDOLLEYES,24,MIMIC,30,HONECLAWS,36,SLASH,42,SHADOWCLAW,48,CHARM,54,PLAYROUGH,60,PAINSPLIT","AFTERYOU,ATTRACT,BEATUP,BULKUP,BURNINGJEALOUSY,CAPTIVATE,CHARGEBEAM,CHARM,CONFIDE,COVET,DARKPULSE,DAZZLINGGLEAM,DOUBLETEAM,DRAININGKISS,DRAINPUNCH,DREAMEATER,EMBARGO,ENDURE,FACADE,FLING,FRUSTRATION,GIGADRAIN,GIGAIMPACT,HEX,HIDDENPOWER,HYPERBEAM,INFESTATION,LASTRESORT,LEECHLIFE,LIGHTSCREEN,MAGICROOM,MIMIC,NATURALGIFT,PAINSPLIT,PAYBACK,PHANTOMFORCE,PLAYROUGH,PROTECT,PSYCHIC,PSYCHUP,REST,RETURN,ROUND,SAFEGUARD,SCREECH,SECRETPOWER,SHADOWBALL,SHADOWCLAW,SLEEPTALK,SNATCH,SNORE,SPITE,SUBSTITUTE,SWAGGER,SWORDSDANCE,TAUNT,TELEKINESIS,THIEF,THUNDER,THUNDERBOLT,THUNDERWAVE,TOXIC,TRICK,TRICKROOM,WILLOWISP,WORKUP,XSCISSOR",45,50,DISGUISE,,0.2,0.7,"A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.",7,
Bruxish,WATER,PSYCHIC,68,105,70,92,70,70,,"1,WATERGUN,4,ASTONISH,9,CONFUSION,12,BITE,17,AQUAJET,20,DISABLE,25,PSYWAVE,28,CRUNCH,33,AQUATAIL,36,SCREECH,41,PSYCHICFANGS,44,SYNCHRONOISE","AERIALACE,AFTERYOU,ALLYSWITCH,AQUATAIL,ATTRACT,BLIZZARD,BULKUP,CALMMIND,CAPTIVATE,CONFIDE,DOUBLETEAM,DREAMEATER,EMBARGO,ENDURE,FACADE,FLING,FROSTBREATH,FRUSTRATION,GIGAIMPACT,HIDDENPOWER,ICEBEAM,IRONTAIL,LIGHTSCREEN,LIQUIDATION,MAGICCOAT,MAGICROOM,MIMIC,NATURALGIFT,PAINSPLIT,PAYBACK,PROTECT,PSYCHIC,RAINDANCE,REFLECT,REST,RETURN,ROUND,SAFEGUARD,SCALD,SECRETPOWER,SIGNALBEAM,SLEEPTALK,SNATCH,SNORE,SUBSTITUTE,SURF,SWAGGER,SWORDSDANCE,TAUNT,TELEKINESIS,TORMENT,TOXIC,TRICKROOM,UPROAR,VENOSHOCK,WATERFALL,WATERPULSE,WONDERROOM",80,50,"DAZZLING,STRONGJAW",WONDERSKIN,0.9,19.0,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",7,
Drampa,NORMAL,DRAGON,78,60,85,36,135,91,,"1,PLAYNICE,1,ECHOEDVOICE,5,TWISTER,10,PROTECT,15,GLARE,20,SAFEGUARD,25,DRAGONBREATH,30,EXTRASENSORY,35,DRAGONPULSE,40,LIGHTSCREEN,45,FLY,50,HYPERVOICE,55,OUTRAGE","AMNESIA,ATTRACT,BLIZZARD,BLOCK,BREAKINGSWIPE,BULLDOZE,CALMMIND,CAPTIVATE,CONFIDE,DEFOG,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,DRAGONDANCE,DRAGONPULSE,DRAGONTAIL,EARTHQUAKE,ECHOEDVOICE,ENDEAVOR,ENDURE,ENERGYBALL,FACADE,FIREBLAST,FLAMETHROWER,FLING,FLY,FOCUSBLAST,FRUSTRATION,GIGAIMPACT,GRASSKNOT,HEATWAVE,HELPINGHAND,HIDDENPOWER,HURRICANE,HYDROPUMP,HYPERBEAM,HYPERVOICE,ICEBEAM,ICYWIND,LASHOUT,LIGHTSCREEN,MIMIC,NATURALGIFT,NATUREPOWER,OUTRAGE,PLAYROUGH,PROTECT,PSYCHUP,RAINDANCE,REST,RETURN,ROAR,ROCKSLIDE,ROOST,ROUND,SAFEGUARD,SCALESHOT,SECRETPOWER,SHADOWBALL,SHADOWCLAW,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNARL,SNORE,SOLARBEAM,STEELWING,STOMPINGTANTRUM,SUBSTITUTE,SUNNYDAY,SUPERPOWER,SURF,SWIFT,TAILWIND,THUNDER,THUNDERBOLT,THUNDERWAVE,TOXIC,UPROAR,WATERPULSE,WORKUP",70,50,"BERSERK,SAPSIPPER",CLOUDNINE,3.0,185.0,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,7,
Dhelmise,GHOST,GRASS,70,131,100,40,86,90,,"1,ABSORB,1,RAPIDSPIN,4,ASTONISH,8,WRAP,12,MEGADRAIN,16,GROWTH,20,GYROBALL,24,SWITCHEROO,28,GIGADRAIN,32,WHIRLPOOL,36,HEAVYSLAM,40,SLAM,44,SHADOWBALL,48,METALSOUND,52,ANCHORSHOT,56,ENERGYBALL,60,PHANTOMFORCE,64,POWERWHIP","AERIALACE,ALLYSWITCH,ASSURANCE,BLOCK,BODYPRESS,BRICKBREAK,BRINE,BRUTALSWING,BULLDOZE,CONFIDE,DOUBLETEAM,EARTHQUAKE,EMBARGO,ENDURE,ENERGYBALL,FACADE,FLASHCANNON,FRUSTRATION,GIGADRAIN,GIGAIMPACT,GRASSKNOT,GRASSYGLIDE,GYROBALL,HEAVYSLAM,HELPINGHAND,HEX,HIDDENPOWER,HYDROPUMP,HYPERBEAM,IRONDEFENSE,IRONHEAD,KNOCKOFF,LIQUIDATION,MIMIC,MUDDYWATER,NATURALGIFT,PAINSPLIT,PAYBACK,PHANTOMFORCE,POLTERGEIST,POWERWHIP,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROLEPLAY,ROUND,SECRETPOWER,SHADOWBALL,SHADOWCLAW,SLEEPTALK,SLUDGEWAVE,SNORE,SOLARBEAM,SOLARBLADE,SPITE,STEELROLLER,SUBSTITUTE,SUNNYDAY,SURF,SWAGGER,SWORDSDANCE,SYNTHESIS,TELEKINESIS,THIEF,TOXIC,WHIRLPOOL",25,50,STEELWORKER,,3.9,210.0,The soul of seaweed adrift in the waves became reborn as this Pokémon. It maintains itself with new infusions of seabed detritus and seaweed.,7,
Jangmo-o,DRAGON,,45,55,65,45,45,45,,"1,TACKLE,1,LEER,4,PROTECT,8,DRAGONTAIL,12,SCARYFACE,16,HEADBUTT,20,WORKUP,24,SCREECH,28,IRONDEFENSE,32,DRAGONCLAW,36,NOBLEROAR,40,DRAGONDANCE,44,OUTRAGE","AERIALACE,AQUATAIL,ATTRACT,BRICKBREAK,BULKUP,BULLDOZE,CAPTIVATE,CONFIDE,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,DRAGONDANCE,DRAGONPULSE,DRAGONTAIL,DUALCHOP,EARTHQUAKE,ECHOEDVOICE,ENDURE,FACADE,FALSESWIPE,FLING,FOCUSBLAST,FRUSTRATION,HIDDENPOWER,IRONDEFENSE,IRONHEAD,IRONTAIL,LOWKICK,MIMIC,NATURALGIFT,OUTRAGE,PAYBACK,PROTECT,REST,RETURN,REVERSAL,ROAR,ROCKSLIDE,ROCKTOMB,ROUND,SAFEGUARD,SANDSTORM,SCALESHOT,SCARYFACE,SCREECH,SECRETPOWER,SHADOWCLAW,SLEEPTALK,SNORE,SUBSTITUTE,SWAGGER,SWORDSDANCE,TAUNT,TOXIC,UPROAR,WORKUP,XSCISSOR",45,50,"BULLETPROOF,SOUNDPROOF",OVERCOAT,0.6,29.7,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,7,"HAKAMOO,Level,35"
Hakamo-o,DRAGON,FIGHTING,55,75,90,65,65,70,,"1,AUTOTOMIZE,1,TACKLE,1,LEER,1,PROTECT,1,DRAGONTAIL,12,SCARYFACE,16,HEADBUTT,20,WORKUP,24,SCREECH,28,IRONDEFENSE,32,DRAGONCLAW,38,NOBLEROAR,44,DRAGONDANCE,50,OUTRAGE,56,CLOSECOMBAT","AERIALACE,AQUATAIL,ATTRACT,BRICKBREAK,BRUTALSWING,BULKUP,BULLDOZE,CAPTIVATE,CLOSECOMBAT,COACHING,CONFIDE,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,DRAGONDANCE,DRAGONPULSE,DRAGONTAIL,DRAINPUNCH,DUALCHOP,EARTHQUAKE,ECHOEDVOICE,ENDURE,FACADE,FALSESWIPE,FLING,FOCUSBLAST,FRUSTRATION,HIDDENPOWER,IRONDEFENSE,IRONHEAD,IRONTAIL,LOWKICK,MEGAKICK,MEGAPUNCH,MIMIC,NATURALGIFT,OUTRAGE,PAYBACK,PROTECT,REST,RETURN,REVERSAL,ROAR,ROCKSLIDE,ROCKTOMB,ROUND,SAFEGUARD,SANDSTORM,SCALESHOT,SCARYFACE,SCREECH,SECRETPOWER,SHADOWCLAW,SLEEPTALK,SNORE,SUBSTITUTE,SWAGGER,SWORDSDANCE,TAUNT,TOXIC,UPROAR,WORKUP,XSCISSOR",45,50,"BULLETPROOF,SOUNDPROOF",OVERCOAT,1.2,47.0,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they're regrown.,7,"KOMMOO,Level,45"
Kommo-o,DRAGON,FIGHTING,75,110,125,85,100,105,,"0,CLANGINGSCALES,1,BELLYDRUM,1,AUTOTOMIZE,1,TACKLE,1,LEER,1,PROTECT,1,DRAGONTAIL,12,SCARYFACE,16,HEADBUTT,20,WORKUP,24,SCREECH,28,IRONDEFENSE,32,DRAGONCLAW,38,NOBLEROAR,44,DRAGONDANCE,52,OUTRAGE,60,CLOSECOMBAT,68,CLANGOROUSSOUL,76,BOOMBURST","AERIALACE,AQUATAIL,ATTRACT,AURASPHERE,BODYPRESS,BREAKINGSWIPE,BRICKBREAK,BRUTALSWING,BULKUP,BULLDOZE,CAPTIVATE,CLOSECOMBAT,COACHING,CONFIDE,DOUBLETEAM,DRACOMETEOR,DRAGONCLAW,DRAGONDANCE,DRAGONPULSE,DRAGONTAIL,DRAINPUNCH,DUALCHOP,EARTHQUAKE,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FALSESWIPE,FIREPUNCH,FLAMETHROWER,FLASHCANNON,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGAIMPACT,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICEPUNCH,IRONDEFENSE,IRONHEAD,IRONTAIL,LASERFOCUS,LOWKICK,MEGAKICK,MEGAPUNCH,MIMIC,NATURALGIFT,OUTRAGE,PAYBACK,POISONJAB,PROTECT,REST,RETURN,REVENGE,REVERSAL,ROAR,ROCKPOLISH,ROCKSLIDE,ROCKTOMB,ROUND,SAFEGUARD,SANDSTORM,SCALESHOT,SCARYFACE,SCREECH,SECRETPOWER,SHADOWCLAW,SHOCKWAVE,SLEEPTALK,SNORE,STEALTHROCK,STOMPINGTANTRUM,SUBSTITUTE,SUPERPOWER,SWAGGER,SWORDSDANCE,TAUNT,THUNDERPUNCH,TOXIC,UPROAR,WATERPULSE,WORKUP,XSCISSOR",45,50,"BULLETPROOF,SOUNDPROOF",OVERCOAT,1.6,78.2,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",7,
